0_mfcc,1_mfcc,2_mfcc,3_mfcc,4_mfcc,5_mfcc,6_mfcc,7_mfcc,8_mfcc,9_mfcc,10_mfcc,11_mfcc,12_mfcc,13_mfcc,14_mfcc,15_mfcc,16_mfcc,17_mfcc,18_mfcc,19_mfcc,zero_crossing_rate_mean,spectral_bandwidth_mean,spectral_rolloff_mean,chroma_stft_mean,chroma_cqt_mean,spectral_centroid_mean,root_mean_square_mean,spectral_contrast_mean,spectral_flatness_mean,genre
-71.33095,43.37703,-25.555107,-15.117903,-32.082237,0.89648557,-27.40456,9.45674,-12.7093,1.3863188,-0.5616344,1.5175215,-4.4715304,13.24965,-13.298374,2.0097196,-10.113235,-9.373811,-3.242887,3.163928,0.1652934229651163,2692.717348751934,6500.448367096657,0.2422016,0.41461116,3148.1441668133275,0.18191852,27.43656279186102,0.013764563,6.0
-56.16946,94.86281,-15.150522,14.183932,-30.407124,17.432858,-21.515526,5.9138217,-5.7567644,-0.83941793,-21.613611,5.4715524,-8.126631,4.0711217,-10.691473,-0.49658105,-15.17811,0.24090412,-8.175353,5.8504634,0.153015988372093,2377.0812255354385,5249.544535792151,0.3817115,0.62672174,2502.5153191208765,0.13553226,23.312436448438497,0.017942602,4.0
-53.5227,23.18993,-54.2747,-30.039131,-30.609753,5.000666,-26.386244,-2.8731706,-15.021101,-1.4221556,-5.99885,0.17902009,-12.0445175,6.3535666,-10.078613,10.02703,-1.3514739,16.647028,5.683468,6.4554925,0.1659088844476744,2707.067985478056,6679.148914425872,0.286623,0.3915336,3251.0919872014097,0.2218986,26.58407390557834,0.013646979,6.0
-40.899586,83.28155,21.450329,22.030928,0.46433765,13.67968,-4.90101,6.6422577,-5.4270372,6.668758,-6.6494613,9.084232,-6.684135,2.3108695,-11.735428,5.4103675,-8.01973,5.904759,-1.9153666,5.7599254,0.1527218840843023,2912.478966032965,6378.785769440407,0.41124296,0.6216003,2760.4496456468696,0.20463274,20.1021103779979,0.029119104,3.0
-72.487076,79.35203,-25.265245,20.254011,-30.869425,12.376928,-21.811846,-1.4557259,-17.01115,6.8568687,-4.0693927,9.23917,-9.566931,5.5632,-14.378036,-9.344459,4.3689866,20.875286,2.2685983,-0.5896138,0.1441031522529069,2234.11878646606,5014.982853379361,0.31813535,0.4823202,2426.5002504765976,0.1559622,28.04239813119164,0.004721698,6.0
-128.62837,12.969773,-27.955292,26.058134,-14.518857,16.880165,-8.506716,12.537545,-6.906501,9.658119,-11.8890705,5.2577353,-10.176,-1.1149276,-8.289846,10.113944,-6.5189238,4.3401303,-8.030878,3.3542156,0.3165561409883721,2488.5828115533736,6819.790777162064,0.33608297,0.56072325,3910.3798551799273,0.06744785,22.292216709872648,0.038784746,6.0
-67.013535,100.70074,-7.691675,7.894228,-26.75267,20.90208,-26.836414,0.31920832,-10.296063,6.111697,-15.426186,-1.2480117,-14.344818,-1.1988091,-8.826093,-1.7742059,-16.434677,1.0226172,2.6488776,3.0164917,0.1196709211482558,2410.175024044818,5344.040243459303,0.33372238,0.63279283,2298.075345372542,0.13682704,23.735811114422813,0.013437985,4.0
-78.541985,86.118324,-20.915588,19.376427,-26.934828,12.768448,-19.675083,11.586263,-11.3190565,2.7967722,-15.21376,2.1160223,-7.365208,4.5292554,-12.947969,-4.760664,-12.013214,-0.64729726,-11.755534,6.07448,0.1546261809593023,2386.571093045231,5420.558230377907,0.37349153,0.59822685,2620.489463495704,0.11298974,23.738423638601496,0.019795723,4.0
-78.67492,103.70176,-18.928125,17.996641,-25.175886,13.706769,-15.960479,8.421737,-13.120701,1.7737004,-11.902182,4.8213277,-4.8912888,7.1021647,-10.712997,-2.9688325,-13.533804,1.1585987,-4.168904,7.9631634,0.1104174236918604,2282.8701503144343,4845.596668332122,0.39015734,0.6272784,2214.895108234673,0.10901642,22.429100883882,0.015929896,4.0
-146.96683,106.965096,-13.356404,22.766819,-21.676653,13.065027,-15.729699,6.3192835,-9.478437,3.438226,-8.256154,0.76352483,-12.464199,2.146965,-10.727174,-5.3027263,-14.885343,-2.787277,-7.1042,4.2025957,0.0989655250726744,2124.993414024285,4157.861214571221,0.30732787,0.5552101,1939.9614006814695,0.098215885,25.41369320921213,0.0057721115,4.0
-100.101616,97.46681,-25.509003,9.72817,-30.799566,13.810445,-13.293701,8.58142,-12.612293,0.830808,-11.320987,1.5119604,-6.33344,5.4929743,-13.726221,-6.243911,-15.545742,-1.2707355,-6.449075,2.2537594,0.1145871184593023,2243.7080573879416,4813.046477561773,0.36433405,0.609924,2227.481501454115,0.10264924,23.47555523585895,0.013282387,4.0
-60.57539,105.75063,-20.204006,12.096972,-30.577103,16.356972,-28.433983,2.9308221,-10.910827,-0.27974746,-17.23083,2.6028395,-12.763761,1.550804,-8.659857,4.535992,-10.968195,1.3590379,-2.6925893,4.7036967,0.1189010265261627,2237.1869933933235,4880.200024981831,0.38529918,0.65035224,2208.5626728853413,0.14261766,22.95238753148608,0.012404801,7.0
10.931908,61.651634,-11.734193,8.217416,-8.610168,-0.6414626,-20.52975,3.503346,-24.701574,-4.0948734,-16.069994,1.0049574,-9.773906,4.381802,-13.748673,2.0852578,-12.257004,2.3919797,-12.823731,-0.86946994,0.1694949127906976,2867.7432608562294,6934.217217023983,0.34575853,0.5561576,3173.041592705319,0.24939097,23.198301034475055,0.037613396,2.0
26.948387,60.42648,-33.301853,10.394837,-25.323471,-3.9322016,-17.784342,12.248754,-3.6157737,23.920551,-0.22395176,9.923519,-9.364149,-1.6093993,-16.297424,-5.933311,-13.905089,0.23374471,-6.32629,3.5736334,0.1402786609738372,2431.839695246726,5779.311409883721,0.28176558,0.40043542,2842.3308231065503,0.4390536,23.075982112226725,0.019960064,0.0
-202.5549,25.24441,-62.94483,-10.135183,-40.692387,-3.2400017,-15.529901,6.9997816,-13.0589,7.7715774,-13.172172,-1.3231701,-14.635094,-9.476558,-21.488937,-1.2650156,-3.5485544,-4.890556,-12.481711,8.589092,0.1877895621366279,2207.8882292820203,5368.9536587027615,0.19801487,0.31174675,2963.117461175448,0.08320121,27.89974596841475,0.0054645287,1.0
-168.31096,30.570345,-25.3898,-10.072742,-33.70136,1.3937758,-20.06586,8.654054,-12.418675,-2.0976799,-6.6962,16.080866,-15.632541,-4.684342,-14.098976,0.03248419,-11.17478,4.3614364,1.8507377,7.7798676,0.2331701944040697,2659.847883214861,6718.184104742006,0.29982588,0.5696374,3489.9210876593725,0.063717954,24.13100929433401,0.018881364,1.0
-170.12325,22.782648,-57.353382,5.6579638,-27.093977,-24.498209,-31.719893,-10.396337,-12.430986,4.3079305,-5.634379,4.0195913,-12.408473,-6.9228525,-14.136249,0.5641084,-8.212836,3.1578896,-12.412745,3.4599044,0.2023233103197674,2344.4002043344544,5656.697345112645,0.31464496,0.49729407,3169.422030677599,0.074237615,24.303743966997505,0.025147717,1.0
-56.29607,32.573807,-38.707123,19.711555,-19.620234,-3.030386,-13.7022505,-2.0611835,-19.849892,1.6108552,-11.977034,-0.9744995,-10.440049,-4.738326,-15.713399,2.0648189,-11.336451,3.1838503,-8.905683,1.378886,0.2606638353924418,2474.0600974888985,6288.77197265625,0.3650864,0.61178076,3464.8395090481604,0.12219955,23.71335452993453,0.03993744,1.0
-153.92842,83.35838,-51.18677,0.62964684,-31.666481,3.8906782,-14.030561,-5.038548,-24.51037,1.3727411,-13.615074,1.4029739,-9.604551,-3.4165425,-14.668564,0.29004276,-10.91503,5.3490577,-7.871858,-0.6106394,0.1628429324127907,2147.792815326035,4615.69216706032,0.36333156,0.61487836,2448.735532059713,0.058359887,23.064687138332445,0.01623896,1.0
-100.96192,81.83933,14.505381,7.8736954,-16.852804,0.24713007,-16.965693,-8.318691,-14.867824,10.677625,-9.310034,3.0180178,-15.55209,-0.26246947,-12.631573,1.6220905,-12.35059,-3.3189056,-4.8699737,8.308575,0.1133550599563953,2821.521246238345,6188.392192042151,0.36437377,0.5872127,2747.086501931266,0.12074835,22.377364605882462,0.022401556,5.0
1.6218826,101.94668,8.194563,20.891003,-10.78356,-0.80567825,-11.349834,5.3132524,-12.238985,1.2060946,-12.515052,2.9565585,-11.824935,1.1251179,-11.962064,2.3490977,-11.186186,2.0400445,-7.316931,3.229343,0.0741767351017441,2517.0245631008474,4940.242607648983,0.2985846,0.44299608,2101.8265535859723,0.37358317,22.982733356629584,0.009008863,1.0
8.776148,76.74247,-1.6114147,28.885418,9.834229,6.611786,-7.233993,6.6377316,-12.942756,4.6896224,-12.642767,7.7661304,-9.574332,7.066303,-10.302384,4.5413465,-14.783003,4.3821864,-4.3141546,7.3657217,0.1525595021802325,2863.0042743425406,6702.735283430233,0.4008425,0.53948736,2911.2640127247,0.2516638,20.682307634024927,0.036681924,1.0
-76.766754,48.490623,-2.7770286,6.782628,-9.310603,-1.0130665,-20.970335,-9.006795,-19.647118,-2.8138857,-14.758462,-4.586544,-9.803882,14.09107,-7.0264573,3.4823253,-17.378855,3.5708992,-4.666561,0.9034746,0.1929517169331395,2888.092501875601,7176.115211664244,0.3130716,0.45950207,3488.7031533464506,0.1263523,23.582531623481128,0.032042857,1.0
-248.40746,140.82895,-44.094887,-36.35189,-25.577126,-24.42596,-31.749428,-2.953113,-14.142263,-7.1009707,-2.2156818,-6.761539,-1.1328232,0.5025569,2.5494664,2.1975658,1.5789343,4.448549,4.430567,1.1956629,0.070447628997093,952.0529001296812,1596.5367800690408,0.15655357,0.23373394,1092.2495473008223,0.18361858,26.957323097538325,9.193157e-05,0.0
-121.14435,61.939137,-6.678134,10.222694,-22.927607,-3.8522944,-15.439835,-3.1792345,-18.686312,-7.122093,-14.87453,-6.3025618,-18.929077,-3.4506252,-8.964984,1.2339483,-11.557521,-1.7829797,-19.135607,-7.4718113,0.1459938226744186,2722.9137574794986,6206.920762172965,0.36437175,0.49624756,2965.7105942679395,0.10139694,23.92937290888696,0.028029757,5.0
-173.31606,30.01279,-61.596516,-3.534638,-54.12024,-6.774232,-13.954203,6.794826,-14.696305,0.23307839,-20.550524,-4.5496035,-10.899797,-0.72242814,-14.875781,1.0790215,-6.8342404,7.443499,-2.0291116,3.814507,0.1914823310319767,2168.606710961433,5267.096600199855,0.21816957,0.33588237,2953.2832063961905,0.08881919,27.24998047493865,0.006093177,1.0
-111.373085,59.14481,-63.99776,-4.5497084,-21.504517,-0.29519936,-14.512003,-0.45373797,-14.843465,6.9172435,-10.507113,3.863711,-7.004068,3.9352443,-13.238702,-2.8144755,-10.39035,1.1107485,-11.740115,7.076698,0.1669444949127907,2149.0862025356187,4820.983716388081,0.31503555,0.5180348,2738.674719442674,0.11017868,23.190502874954184,0.018843384,1.0
-77.8931,88.765274,10.510377,16.785618,0.9798148,8.404738,-11.382009,3.8665895,-8.983618,0.43851402,-9.596993,5.8965745,-7.6582723,-1.0549496,-13.511786,-6.7533655,-14.410991,2.8464212,-6.8300605,4.6991806,0.130555050872093,2631.3229435699163,5576.598837209303,0.44604644,0.6768454,2597.42374546555,0.17099954,20.95634850925197,0.036937382,5.0
-116.930176,74.33516,12.763802,-0.7804581,-15.045409,16.487873,-16.254063,9.856263,-14.108585,-1.0690808,-7.8275948,8.033025,-0.14388055,9.916848,-6.7457566,-2.7624815,-15.388057,2.3721917,-13.508642,1.584606,0.1576421693313953,2899.845477583065,6666.879996366279,0.4320541,0.66166174,3039.562967455772,0.11060146,22.116394381355786,0.027037,5.0
-92.63392,90.7937,19.059175,33.62619,8.73616,19.995054,-12.11214,14.850924,-4.589241,-0.5733032,-6.2299547,2.1540458,-8.20732,2.6715627,-7.5835752,4.564252,-10.362387,5.442291,-6.050745,6.632949,0.1069017986918604,2561.2787551924403,5237.751351289971,0.39420995,0.6144237,2383.6037452342525,0.17848949,22.54246576752864,0.021189593,3.0
-204.21877,115.54546,29.288372,18.321905,3.7382824,2.963229,-18.462221,-3.7741115,-13.577798,-8.046553,-16.350956,-5.4491315,-8.967701,-3.6741927,-13.902676,-5.1694517,-17.361877,-10.553501,-13.66193,-0.91443354,0.0390045875726744,2087.316766446383,3236.5656227289246,0.30297545,0.42389253,1536.262800597762,0.19548753,24.024314764443677,0.007502233,5.0
-210.77214,83.50218,-37.774487,-1.2634538,-23.338562,-1.0066261,-20.60664,-7.799888,-15.42572,6.2133074,-16.72315,-3.947931,-15.525738,0.17105904,-8.844346,-4.9831433,-14.317862,-2.7767794,-12.7725935,-13.474427,0.1095487372819767,1974.4267242264775,3802.187783884448,0.23789653,0.36670256,2035.4388341260149,0.07928057,28.695353623741763,0.004655522,1.0
-64.20833,36.346867,-45.318493,16.973656,-12.711092,-7.2298975,-30.32104,-7.188364,-14.956729,9.410462,-12.967468,6.9501934,-15.468572,-3.6663337,-12.683666,10.676221,-7.001819,-0.9516193,-19.342344,2.2971158,0.2273130904796511,2463.948578794282,6312.258187227471,0.39947993,0.611824,3356.7801196227088,0.12084054,22.184814472926597,0.05087782,1.0
-190.01868,58.4032,-93.034645,-45.320267,-43.98916,-11.7346735,-12.223204,-10.868157,-18.880379,3.689582,-8.911251,-2.096569,6.1539574,14.510181,-7.0133367,1.0005578,-4.021712,5.9781,-11.961873,-4.124788,0.1395598655523255,1867.170039191122,3649.251964480378,0.25131837,0.33645108,2215.3671077547074,0.09732464,24.010102499180288,0.0041230023,1.0
-47.383774,57.19041,-13.359833,14.519134,-14.209168,5.827362,-23.070496,0.7311689,-5.5607176,3.9147065,-17.490402,6.544588,-4.7811747,7.0091796,-14.7595415,2.3161824,-12.83196,5.315391,-10.009285,-13.428221,0.2315656795058139,2715.426229005021,6742.696902252907,0.34392482,0.53782696,3313.31433660509,0.14805712,24.380813090236632,0.030517802,1.0
-58.60387,46.938473,12.778568,27.620104,-19.09911,8.686202,-17.467367,11.771119,-14.856351,5.500536,-12.203108,0.5201281,-8.332007,7.641675,-12.293361,6.729364,-12.515271,0.6924901,-18.42312,-3.1818333,0.2210664970930232,2948.01240604186,7293.371014262355,0.3438301,0.48707762,3729.005742395584,0.11567035,24.084261930969515,0.05726551,0.0
-172.92151,120.66854,-36.973602,5.2834005,-18.427757,-4.662042,-21.238554,-15.088413,-21.82872,-5.8975415,-10.912766,-7.13078,-11.56519,3.7085376,-3.9333558,6.9069357,2.2004488,13.257341,9.831086,7.715599,0.088637808866279,1833.0156460709984,3172.8173260356107,0.25636253,0.4503107,1706.3019998092052,0.0937526,24.99638002985332,0.002456235,1.0
-118.91768,46.937164,-27.479866,13.282245,-22.57821,3.6848724,-17.667429,-3.5279796,-20.717741,-1.3193105,-6.791738,13.376489,-7.8782034,-0.7971399,-12.146192,8.756002,-0.6282573,20.740376,11.42804,6.7988987,0.0929539880087209,2329.4278084326925,4551.367982376453,0.24839373,0.34386122,2068.941749275417,0.19640872,31.551258087495,0.0013779028,3.0
-550.98334,16.777859,-37.218475,-0.18396893,-16.841549,9.333318,-6.342924,11.053322,-6.2406955,3.1814456,-3.3392916,12.899875,-7.1267023,7.2212515,-5.5026655,7.0299687,-8.005111,9.520245,-10.203804,4.055466,0.3040743095930232,2718.4662244009382,7545.634992732558,0.2780002,0.5809987,4125.317835693701,0.0007127411,20.065417510555164,0.101200566,4.0
-37.066128,72.74441,7.0540605,-2.5366461,-18.28916,4.22187,-14.979914,0.13195454,-19.35251,3.1919472,-12.427042,-1.0964742,-13.961605,-7.966922,-13.607647,-0.10677944,-10.509213,-9.900558,-17.175758,2.9477324,0.16923828125,2941.5527957863465,6907.876601108285,0.3833543,0.5925448,3082.753590868189,0.1885282,23.17614521865284,0.029226385,1.0
-76.98464,76.686134,3.0481749,24.362423,-20.506802,-0.890443,-11.879131,0.42389897,-12.781208,4.091531,-3.1292398,2.3032453,-18.57851,-5.324031,-21.07291,-7.7490253,-18.279617,-5.294993,-21.8359,-10.904119,0.0941871820494186,2507.8653077685344,5288.154069767442,0.35180295,0.548616,2461.173984300297,0.26567954,24.270631553538745,0.016021647,3.0
-40.041073,108.68436,6.534535,0.05307312,-11.212818,11.719669,-9.458846,0.5416924,-14.234088,10.857352,-17.359814,3.6180942,-12.169772,8.9624605,-1.5238066,6.3412023,-6.6111407,-0.77398396,-10.198681,3.233334,0.0890102652616279,2512.578070028279,5058.550031795058,0.40176213,0.58881676,2271.964567243415,0.24575654,23.335234193354083,0.016148431,5.0
42.941517,39.730545,-7.7573514,3.9010575,-14.582547,6.640176,-22.18918,-4.32842,-17.148954,-0.0739904,-16.494282,-3.1804092,-11.852124,4.133065,-9.72793,8.372771,-12.344517,3.5681863,-14.837476,7.7293997,0.2637638535610465,2991.290529754772,7805.986441678779,0.3667779,0.5526133,3956.8476698351337,0.2741737,21.62596859055621,0.08006532,4.0
55.63405,46.24958,7.6257586,-16.53319,-14.299832,-6.820071,-36.794205,-1.6945895,-21.684656,0.88536507,-20.869091,-0.17843796,-13.317395,1.8675427,-13.29593,4.8652015,-4.7042403,5.763417,-13.620248,2.808935,0.2765295694040697,3253.433527138078,8260.412143441134,0.3709988,0.53842217,4209.504091474943,0.34509385,21.37136598341352,0.07637494,4.0
38.39673,31.309515,-2.969256,-2.641351,-16.619154,5.620655,-23.566952,-5.170692,-13.8973255,-2.489436,-16.129591,-1.1591294,-14.138781,4.411025,-9.454517,6.9497356,-9.465917,5.6851974,-13.647407,3.732234,0.3057798873546511,3065.451568598367,8251.022665334302,0.40212744,0.5734639,4272.904739169233,0.2599188,22.051261070407374,0.09138332,4.0
-60.735027,77.4032,-16.23832,14.931461,-14.873065,4.0443482,-22.904804,4.8247657,-14.248158,-0.30435187,-16.365774,-6.748074,-14.707206,-9.519562,-17.32608,-6.362994,-16.576323,1.8878038,-20.363745,-8.72213,0.1564668877180232,2532.3247789734114,5769.997047601744,0.3220281,0.49649915,2676.3508998870293,0.18582153,24.359607689823104,0.016964052,5.0
-61.166245,62.11354,9.865847,14.444289,-10.3503065,2.0307636,-15.186071,-2.6892657,-21.556429,-1.4181536,-16.25928,4.0742164,-10.569298,4.565533,-9.995699,0.33194828,-14.179639,-0.009769883,-13.077418,-0.53722787,0.1348507903343023,2872.593877451255,6715.955668604651,0.3728201,0.5541142,3071.2608640733847,0.21327361,21.687982402555765,0.034753527,5.0
-159.95778,76.84335,-21.326292,35.81319,5.807805,1.7252344,-12.328472,-0.011484332,-12.189269,0.60482824,-18.455254,-1.7351485,-14.96486,2.9817193,-1.2275137,6.1866755,-7.5320234,-2.5631378,-23.137012,-3.504088,0.065869140625,2402.3760833764622,4823.662847474564,0.30496964,0.26765576,2121.4373453447265,0.17999637,29.4964782515435,0.0013411117,3.0
-34.128006,65.81122,-36.95737,10.73908,-9.732185,1.6570559,-16.349648,-1.8605531,-23.367552,4.365915,-10.825531,-5.5946264,-17.451118,-9.944842,-22.43026,-0.22908673,-8.650036,1.0887562,-10.67856,5.3334475,0.1585801235465116,2449.8123707844607,5539.767044422239,0.3733965,0.646557,2747.446560836669,0.19401827,23.104841073727517,0.02708928,5.0
-0.758757,56.688423,-3.968265,5.4976897,-12.859184,13.352211,-2.8749704,3.5956273,-16.89346,-2.0033975,-16.37625,-0.6528597,-15.879233,3.6451154,-6.3318224,4.507621,-13.865342,-1.2823089,-13.461365,2.1685536,0.1829340025436046,2920.1976691500013,7064.142555414244,0.38676292,0.4817431,3305.3226002566603,0.25111023,22.11876547149731,0.049262807,5.0
-14.819725,68.06025,-9.028051,6.3577433,-13.684231,1.9790518,-18.695541,3.9801023,-19.147112,-5.3280478,-13.436161,1.7688177,-19.053698,-6.1289473,-13.239978,-5.1548676,-18.208408,1.4098624,-8.930637,-2.202419,0.1331122819767441,2823.778640058693,6545.267475926599,0.37364355,0.53225625,2932.9072059327177,0.22317944,23.58238525531985,0.030710734,5.0
-84.99453,162.801,-15.384125,-1.9337629,2.1990926,5.185327,-6.0231686,11.806397,-17.491644,11.461261,-16.16724,-1.7772497,-5.5707507,-3.3118958,-15.531302,0.088307366,-15.588019,-9.557357,-8.227258,-2.389763,0.0680277979651162,1702.8841065749689,2185.9205804869184,0.465166,0.5089984,1268.9699805685095,0.19870299,24.633206548125862,0.0019428037,0.0
-6.5776124,29.156055,-40.357822,11.90731,-24.637028,0.7698271,-29.826517,3.7249086,-21.440548,1.5039786,-11.72821,2.103048,-11.726606,0.18026038,-11.322154,-1.6130482,-12.076583,3.8525958,-12.36553,-0.23752901,0.2863621911337209,2518.86768098227,6740.91916106468,0.44516933,0.57528013,3742.1843534294353,0.1802492,23.220148849122182,0.06748247,4.0
-42.426777,55.521984,-10.356604,-10.4969635,-27.178057,-9.647097,-32.770435,-7.7624125,-26.457636,-5.5255823,-16.662836,-2.2319548,-13.861187,2.0047657,-9.673217,-1.2148844,-11.0168495,-0.0051939497,-10.002685,2.674425,0.1721395803052325,2972.40317158966,7257.590843023256,0.27069455,0.43376952,3409.436070137695,0.14375913,22.602790927557752,0.047877386,4.0
-99.59969,92.67458,-12.339548,33.960625,-0.90357566,13.927161,-3.9299123,7.9251313,-9.127227,5.721113,-0.88611174,16.8742,0.6174388,6.28374,-14.066245,-2.5568714,-6.589177,12.457847,3.5095155,12.526988,0.0718114098837209,2135.061994570168,3842.675213481105,0.20247217,0.33031705,1764.0142056505133,0.19267057,28.628103761298245,0.001436906,3.0
-73.75844,69.87042,-5.989127,14.970085,-26.318823,11.524904,-24.52202,3.8111522,-16.624502,0.06719034,-15.387415,2.015746,-14.6418495,0.37393194,-9.374203,1.1676707,-10.280516,2.5508914,-8.091303,14.118933,0.1858023710029069,2656.595362713524,6256.647438226744,0.35763463,0.54996926,3027.9814210383206,0.115322955,23.535105424726364,0.03170157,4.0
-40.058495,46.51346,-45.338173,12.239001,-22.142378,-1.173486,-10.767996,3.6409633,-21.465221,-2.4016545,-18.12505,5.815863,-1.3380703,-2.9150693,-19.45904,0.5777019,-3.2505538,1.4749485,-7.061485,11.255896,0.209070675872093,2328.767014242076,5538.314805141715,0.24823973,0.367219,2980.615122569896,0.22841159,26.562875762414663,0.012597684,0.0
-44.750565,30.169754,-11.9353075,19.885406,-2.8349535,6.890517,-4.4319625,3.0936146,-15.013368,4.255344,-9.405621,5.781852,-8.799293,6.151697,-9.391723,0.56687826,-8.989581,6.0992184,-12.071952,3.933488,0.0472622183866279,2924.1767246638246,6621.334767896075,0.20051749,0.2917478,2822.849935924128,0.32437518,26.174822991435832,0.0037091405,3.0
4.7294707,92.00674,0.0018296352,20.045057,-2.2132316,12.875113,-8.208997,8.963111,-9.271745,8.922654,-10.267084,3.1893888,-8.734521,6.705704,-7.347453,3.3067732,-9.034347,4.8193603,-10.2837105,4.1167,0.0851130995639534,2548.556625543128,5141.828442950581,0.4421498,0.6092549,2341.9177196535147,0.37613574,20.482747473049034,0.02140434,3.0
4.9070654,77.58883,-8.045906,10.271453,-9.123105,8.777181,-15.378226,-1.5858159,-19.660784,0.38116127,-14.7575035,0.6417202,-19.657618,3.247336,-11.443259,2.4584985,-13.426021,6.7668304,-10.453651,-2.4506595,0.1562579487645349,2695.925311198548,6070.26003815407,0.3274679,0.65326166,2725.163281038052,0.268304,23.171822653175266,0.026299521,3.0
-4.705186,102.754234,-0.15098451,30.573313,-5.082165,19.534946,-3.7371786,6.900972,-5.4274254,7.4186563,-8.379878,4.4955378,-9.829488,6.4938397,-7.556489,6.06068,-7.871234,5.5729766,-12.486626,2.755496,0.0925168059593023,2427.982471656867,4795.269065679506,0.47978044,0.5449745,2124.936484032812,0.29965633,19.81446157788973,0.019848518,3.0
-18.042234,42.553043,-19.1501,29.001898,-14.05766,2.137633,-20.20713,-0.46589434,-21.526651,0.23726714,-10.053677,1.692236,-20.400805,8.473272,-2.2245917,7.950376,-16.790375,-4.950967,-13.48509,2.9989474,0.2409679324127907,2702.8665392789685,6860.753940316134,0.39959574,0.6212889,3551.6483050073334,0.13832673,22.04177190938453,0.06901791,4.0
-45.51133,46.383656,13.372272,30.91332,5.2890673,17.038439,-3.8072124,10.455491,-5.618666,11.798866,-11.453492,-1.3768498,-6.7057276,6.990056,-10.487775,-0.11071153,-10.837641,3.5807495,-7.564223,3.2989447,0.1024754723837209,2972.919817996124,6843.151798691861,0.28617084,0.37351373,3028.1522606075227,0.28812164,24.732089198931043,0.010832394,3.0
5.02704,82.53038,-5.8641453,21.942324,-6.062042,8.613419,-18.11269,3.3959556,-11.77316,4.8325644,-4.169022,12.344049,-1.6981258,3.0030274,-9.029265,5.6374955,-10.20928,4.8943715,-11.085644,5.235815,0.0958575581395348,2619.313214455351,5628.604026617006,0.31559435,0.4958306,2418.262797766349,0.29925925,23.10435212089259,0.012479833,3.0
-34.94228,43.248493,-14.971657,-4.413456,-21.397457,6.8910913,-19.208414,-1.9699869,-17.346867,9.649818,-2.8773806,14.61428,-7.25731,-0.21433581,-21.988758,-7.799201,-15.105256,-3.0976512,-16.793978,-4.3504577,0.2131824582122093,2829.960393759033,7054.928347565407,0.3763493,0.5192543,3496.0300087896826,0.19405757,22.34103721441797,0.058201905,5.0
-93.9768,70.34869,-41.055824,18.04947,-11.002239,-4.318546,-21.597712,-1.9884073,-15.761731,-1.7739265,-11.143643,5.989242,-4.508668,1.8910037,-3.0568776,16.808222,-0.93519557,18.948236,4.139264,5.992511,0.1645076308139534,2273.085308517215,4811.0934661155525,0.25715092,0.3946659,2610.893348458229,0.12220328,25.42631671122954,0.012785824,4.0
75.27039,47.01157,27.259672,19.685566,-8.863412,11.272252,-14.451367,13.445525,-13.942837,4.189057,-12.498626,7.9529285,-8.050647,2.158231,-12.103005,5.7727103,-12.496625,-1.1740599,-8.750136,1.0542619,0.2615961119186046,3157.073404098021,7938.766181413517,0.57261425,0.64310783,4106.167723262165,0.38275307,19.764218991948123,0.10168381,4.0
-19.157505,62.537983,-9.479112,0.22498098,-24.45951,2.0657086,-20.187195,-7.433037,-24.688404,-1.3516369,-13.44889,9.037456,-7.254391,6.4593587,-16.053902,0.34247556,-11.741939,0.94915336,-11.173886,-2.9120307,0.1679528524709302,2748.3824136199,6444.311807321948,0.3954177,0.55077446,3047.062546060968,0.23187393,21.92135353171092,0.04059773,5.0
19.4023,78.05183,6.7914824,13.917731,-4.616412,11.472124,-10.969059,8.351362,-16.63331,4.230825,-12.965054,12.189352,-2.3337607,16.099184,-4.386676,2.5422018,-14.393693,-0.6259889,-10.266589,7.637383,0.1348382994186046,2903.709309461199,6773.093772710756,0.36898017,0.50436014,2874.854656039572,0.37955737,21.406051158641933,0.029842274,3.0
-14.223209,54.967216,-22.088717,6.4917417,-10.470297,5.384078,-11.745237,3.0848985,-10.190566,8.793294,-9.5393,7.3169684,-11.929033,-0.95007735,-9.969279,-1.2088336,-10.292732,-3.8451474,-14.3175535,0.5307664,0.1632131177325581,2668.8820871819157,6347.813010992006,0.40341485,0.49261048,3061.799528707076,0.23778488,23.27559304740366,0.036469135,5.0
-36.30299,86.08949,12.330984,-7.2461424,-12.694838,1.8242066,-16.341948,1.5226837,-18.66173,-0.534659,-12.202959,7.2276263,-6.7380486,6.0600743,-15.656258,-7.8355784,-20.566835,-3.6041067,-9.64065,-1.8661605,0.1105786700581395,2902.940708078041,6365.865847565407,0.36705023,0.6122729,2701.88011014055,0.25410438,22.34038872802019,0.021836355,5.0
41.446438,27.438448,-16.06344,20.393223,-27.58395,5.017698,-35.510456,-1.6325408,-26.634039,2.191721,-23.464485,4.493561,-17.751152,-1.3592105,-10.19493,5.0964594,-5.144536,4.200365,-10.386059,3.6648846,0.2953579215116279,2658.541937605868,7180.8224700218025,0.31997383,0.41675326,4072.841740144554,0.33079252,22.272672386064556,0.056660656,4.0
